Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:48:08        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:48:09        all     14.94      0.00      3.36      0.12      0.00     81.57
19:48:10        all     17.54      0.00      2.76      0.00      0.00     79.70
19:48:11        all      0.88      0.00      0.50      0.00      0.00     98.62
19:48:12        all      0.75      0.00      0.25      0.00      0.00     98.99
19:48:13        all      0.38      0.00      0.62      0.00      0.00     99.00
19:48:14        all     19.09      0.00      4.42      0.51      0.00     75.98
19:48:15        all     28.95      0.00      3.38      0.00      0.00     67.67
19:48:16        all     30.94      0.00      2.89      0.00      0.00     66.16
19:48:17        all     38.59      0.00     10.17      1.30      0.00     49.93
19:48:18        all     48.28      0.00     17.58      2.04      0.00     32.10
19:48:19        all     46.55      0.00     17.56      2.86      0.00     33.03
19:48:20        all     43.99      0.00     14.58      6.14      0.00     35.29
19:48:21        all     43.60      0.00     15.54      6.53      0.00     34.33
19:48:22        all     43.34      0.00     16.30      4.53      0.00     35.83
19:48:23        all     46.17      0.00     17.73      2.93      0.00     33.16
19:48:24        all     47.82      0.00     17.31      2.82      0.00     32.05
19:48:25        all     34.77      0.00     13.59      8.10      0.00     43.53
19:48:26        all     52.99      0.00     15.97      2.73      0.00     28.31
19:48:27        all     52.92      0.00     17.51      2.46      0.00     27.11
19:48:28        all     45.53      0.00     16.86      5.06      0.00     32.56
19:48:29        all     48.97      0.00     16.54      3.08      0.00     31.41
19:48:30        all     44.23      0.00     16.47      5.06      0.00     34.24
19:48:31        all     47.82      0.00     17.44      3.72      0.00     31.03
19:48:32        all     48.38      0.00     17.90      5.06      0.00     28.66
19:48:33        all     47.59      0.00     17.34      3.67      0.00     31.39
19:48:34        all     18.10      0.00      6.42      1.54      0.00     73.94
19:48:35        all      1.00      0.00      1.00      0.00      0.00     98.00
19:48:36        all      5.17      0.00      2.90      0.50      0.00     91.42
19:48:37        all      0.76      0.00      0.63      0.00      0.00     98.61
19:48:38        all      3.29      0.00      1.65      0.63      0.00     94.43
19:48:39        all      0.63      0.00      0.75      0.00      0.00     98.62
19:48:40        all      3.60      0.00      0.51      0.26      0.00     95.62
19:48:41        all      2.01      0.00      1.13      0.00      0.00     96.86
19:48:42        all     20.70      0.00      3.64      0.13      0.00     75.53
19:48:43        all     25.28      0.00      3.88      0.00      0.00     70.84
19:48:44        all     30.40      0.00      4.02      0.00      0.00     65.58
19:48:45        all     25.99      0.00      5.86      0.00      0.00     68.15
19:48:46        all     14.99      0.00      5.34      0.00      0.00     79.67
19:48:47        all     13.96      0.00      4.95      0.00      0.00     81.09
19:48:48        all     14.03      0.00      5.31      0.00      0.00     80.66
19:48:49        all     13.15      0.00      4.73      0.00      0.00     82.12
19:48:50        all     14.45      0.00      4.65      0.00      0.00     80.90
19:48:51        all     12.36      0.00      4.33      0.13      0.00     83.18
19:48:52        all     14.12      0.00      3.72      0.00      0.00     82.16
19:48:53        all     13.55      0.00      4.00      0.00      0.00     82.45
19:48:54        all     13.01      0.00      5.10      0.00      0.00     81.89
19:48:55        all     13.10      0.00      5.22      0.13      0.00     81.55
19:48:56        all     11.28      0.00      5.20      0.00      0.00     83.52
19:48:57        all     12.97      0.00      4.49      0.00      0.00     82.54
19:48:58        all     13.61      0.00      4.45      0.00      0.00     81.93
19:48:59        all     11.95      0.00      4.88      0.00      0.00     83.16
19:49:00        all     14.87      0.00      4.19      0.00      0.00     80.94
19:49:01        all     13.65      0.00      5.23      0.00      0.00     81.12
19:49:02        all     14.36      0.00      4.32      0.00      0.00     81.32
19:49:03        all     11.78      0.00      4.35      0.00      0.00     83.87
19:49:04        all     10.87      0.00      3.58      0.00      0.00     85.55
19:49:05        all      1.25      0.00      0.75      0.00      0.00     98.00
19:49:06        all     18.35      0.00      4.94      0.00      0.00     76.71
19:49:07        all     26.92      0.00      3.27      0.00      0.00     69.81
19:49:08        all     29.25      0.00      3.19      0.00      0.00     67.56
19:49:09        all     41.76      0.00     16.08      1.95      0.00     40.21
19:49:10        all     41.38      0.00     13.71      5.74      0.00     39.16
19:49:11        all     40.67      0.00     16.45      2.98      0.00     39.90
19:49:12        all     44.59      0.00     15.38      3.00      0.00     37.03
19:49:13        all     31.01      0.00     12.02      8.79      0.00     48.19
19:49:14        all     38.66      0.00     13.11      3.28      0.13     44.82
19:49:15        all     36.18      0.00     15.37      6.33      0.00     42.12
19:49:16        all     41.76      0.00     16.34      3.76      0.00     38.13
19:49:17        all     30.33      0.00     11.31      2.83      0.00     55.53
19:49:18        all      0.76      0.00      1.13      0.00      0.00     98.11
19:49:19        all      3.94      0.00      2.41      0.64      0.00     93.01
19:49:20        all      1.76      0.00      0.76      0.00      0.00     97.48
19:49:21        all      2.92      0.00      1.65      0.38      0.00     95.04
19:49:22        all      1.00      0.00      1.51      0.00      0.00     97.49
