Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

20:17:21        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:22        all     15.03      0.00      2.53      0.00      0.00     82.45
20:17:23        all     18.10      0.00      2.62      0.00      0.00     79.28
20:17:24        all      0.25      0.00      0.25      0.00      0.00     99.50
20:17:25        all      1.00      0.00      0.62      0.00      0.00     98.38
20:17:26        all      1.01      0.00      0.50      0.00      0.00     98.49
20:17:27        all     18.56      0.00      4.67      0.00      0.00     76.77
20:17:28        all     29.26      0.00      3.28      0.00      0.00     67.47
20:17:29        all     34.68      0.00      3.92      0.00      0.00     61.39
20:17:30        all     45.31      0.00     12.58      1.41      0.00     40.69
20:17:31        all     47.06      0.00     17.26      2.81      0.00     32.86
20:17:32        all     36.70      0.00     11.76      4.99      0.00     46.55
20:17:33        all     45.48      0.00     17.57      2.71      0.00     34.24
20:17:34        all     46.14      0.00     16.60      4.31      0.00     32.94
20:17:35        all     38.34      0.00     12.31      8.03      0.00     41.32
20:17:36        all     40.77      0.00     13.21     14.23      0.00     31.79
20:17:37        all     46.78      0.00     14.95      2.96      0.00     35.31
20:17:38        all     49.30      0.00     16.69      2.80      0.00     31.21
20:17:39        all     44.76      0.00     17.90      4.60      0.00     32.74
20:17:40        all     48.46      0.00     18.12      2.57      0.00     30.85
20:17:41        all     47.54      0.00     15.80      3.89      0.00     32.77
20:17:42        all     38.76      0.00     14.99      8.01      0.00     38.24
20:17:43        all     15.25      0.00      4.78     14.08      0.00     65.89
20:17:44        all     45.76      0.00     14.73      4.95      0.00     34.55
20:17:45        all     45.61      0.00     19.90      3.49      0.00     31.01
20:17:46        all     47.92      0.00     20.00      2.86      0.00     29.22
20:17:47        all     39.97      0.00     16.43      3.49      0.00     40.10
20:17:48        all      3.12      0.00      1.75      0.00      0.00     95.12
20:17:49        all      4.05      0.00      2.65      0.63      0.00     92.67
20:17:50        all      1.89      0.00      1.01      0.00      0.00     97.10
20:17:51        all      0.63      0.00      0.50      0.00      0.00     98.87
20:17:52        all      4.87      0.00      2.12      3.37      0.00     89.64
20:17:53        all      6.82      0.00      4.17      0.00      0.00     89.02
20:17:54        all     28.30      0.00      3.90      0.00      0.00     67.80
20:17:55        all     33.12      0.00      3.26      0.00      0.00     63.61
20:17:56        all     31.85      0.00      5.58      0.00      0.00     62.56
20:17:57        all     16.31      0.00      5.56      0.00      0.00     78.13
20:17:58        all     14.63      0.00      6.05      0.00      0.00     79.32
20:17:59        all     15.19      0.00      5.79      0.00      0.00     79.02
20:18:00        all     14.81      0.00      3.96      0.26      0.00     80.97
20:18:01        all     13.94      0.00      4.65      0.00      0.00     81.42
20:18:02        all     13.46      0.00      5.41      0.00      0.00     81.13
20:18:03        all     13.27      0.00      4.85      0.00      0.00     81.89
20:18:04        all     15.14      0.00      4.33      0.00      0.00     80.53
20:18:05        all     11.52      0.00      3.84      0.00      0.00     84.64
20:18:06        all     11.84      0.00      3.60      0.00      0.00     84.56
20:18:07        all     10.36      0.00      3.84      0.26      0.00     85.55
20:18:08        all     12.21      0.00      3.86      0.00      0.00     83.93
20:18:09        all     12.93      0.00      4.94      0.00      0.00     82.13
20:18:10        all     11.04      0.00      4.44      0.00      0.00     84.52
20:18:11        all     14.38      0.00      3.34      0.00      0.00     82.28
20:18:12        all     11.35      0.00      3.61      0.00      0.00     85.03
20:18:13        all     12.72      0.00      4.45      0.00      0.00     82.82
20:18:14        all     13.26      0.00      5.18      0.00      0.00     81.57
20:18:15        all     10.98      0.00      3.49      0.00      0.00     85.53
20:18:16        all      4.21      0.00      0.77      0.00      0.00     95.03
20:18:17        all      6.83      0.00      4.17      0.00      0.00     89.00
20:18:18        all     28.19      0.00      2.91      0.00      0.00     68.90
20:18:19        all     28.75      0.00      2.65      0.00      0.00     68.60
20:18:20        all     38.18      0.00     10.13      0.91      0.00     50.78
20:18:21        all     43.06      0.00     14.66      5.02      0.00     37.25
20:18:22        all     37.64      0.00     13.83      8.07      0.00     40.46
20:18:23        all     42.26      0.00     14.30      3.94      0.00     39.50
20:18:24        all     36.95      0.00     14.60      5.43      0.00     43.02
20:18:25        all     41.95      0.00     17.53      4.42      0.00     36.10
20:18:26        all     33.25      0.00     11.43      5.19      0.00     50.13
20:18:27        all     39.30      0.00     13.97      3.79      0.00     42.95
20:18:28        all     38.68      0.00     13.97      4.40      0.13     42.82
20:18:29        all      5.09      0.00      2.29      3.94      0.00     88.68
20:18:30        all      1.62      0.00      1.37      0.00      0.12     96.88
20:18:31        all      4.73      0.00      1.66      0.38      0.00     93.23
20:18:32        all      0.75      0.00      1.01      0.00      0.00     98.24
20:18:33        all      2.65      0.00      1.77      1.64      0.00     93.94
