Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:54:41        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:54:42        all     13.52      0.00      2.50      0.63      0.00     83.35
19:54:43        all     20.05      0.00      2.77      0.00      0.00     77.18
19:54:44        all      0.63      0.00      0.50      0.00      0.00     98.87
19:54:45        all      0.63      0.00      0.38      0.00      0.00     99.00
19:54:46        all      0.38      0.00      0.25      0.00      0.00     99.37
19:54:47        all     18.84      0.00      4.90      0.25      0.00     76.01
19:54:48        all     29.77      0.00      3.52      0.00      0.00     66.71
19:54:49        all     31.16      0.00      4.51      0.00      0.00     64.33
19:54:50        all     38.72      0.00     11.92      2.56      0.00     46.79
19:54:51        all     46.78      0.00     18.28      2.40      0.00     32.53
19:54:52        all     46.85      0.00     14.44      2.62      0.00     36.09
19:54:53        all     50.13      0.00     16.97      2.46      0.00     30.44
19:54:54        all     49.48      0.00     16.06      3.00      0.00     31.46
19:54:55        all     44.69      0.00     14.98      5.25      0.13     34.96
19:54:56        all     43.69      0.00     13.55      6.37      0.00     36.39
19:54:57        all     43.59      0.00     16.49      5.89      0.00     34.03
19:54:58        all     47.85      0.00     17.86      3.39      0.00     30.90
19:54:59        all     50.39      0.00     16.93      2.58      0.00     30.10
19:55:00        all     47.38      0.00     16.77      3.84      0.00     32.01
19:55:01        all     48.18      0.00     17.71      2.86      0.00     31.25
19:55:02        all     50.00      0.00     18.19      4.19      0.00     27.62
19:55:03        all     45.71      0.00     17.41      3.59      0.00     33.29
19:55:04        all     50.07      0.00     16.43      3.29      0.00     30.22
19:55:05        all     45.51      0.00     15.73      3.90      0.00     34.85
19:55:06        all     24.39      0.00     10.09      4.21      0.00     61.30
19:55:07        all      1.13      0.00      1.13      0.88      0.00     96.86
19:55:08        all      3.83      0.00      1.40      0.51      0.00     94.26
19:55:09        all      0.62      0.00      0.88      0.00      0.00     98.50
19:55:10        all      2.28      0.00      1.90      0.38      0.00     95.43
19:55:11        all      1.26      0.00      0.50      0.00      0.00     98.24
19:55:12        all      3.40      0.00      2.02      0.63      0.00     93.95
19:55:13        all      1.50      0.00      1.50      0.00      0.00     97.00
19:55:14        all     19.14      0.00      4.18      0.00      0.00     76.68
19:55:15        all     29.09      0.00      2.52      0.00      0.00     68.39
19:55:16        all     31.30      0.00      3.94      0.00      0.00     64.76
19:55:17        all     21.02      0.00      6.24      0.00      0.00     72.74
19:55:18        all     14.16      0.00      4.50      0.00      0.00     81.34
19:55:19        all     13.99      0.00      5.22      0.00      0.00     80.79
19:55:20        all     13.30      0.00      4.73      0.00      0.00     81.97
19:55:21        all     15.49      0.00      5.16      0.00      0.00     79.35
19:55:22        all     15.74      0.00      5.46      0.38      0.00     78.43
19:55:23        all     13.51      0.00      3.86      0.00      0.00     82.63
19:55:24        all     12.61      0.00      4.08      0.00      0.00     83.31
19:55:25        all     12.50      0.00      4.55      0.00      0.00     82.95
19:55:26        all     13.25      0.00      4.20      0.00      0.00     82.55
19:55:27        all     12.10      0.00      4.71      0.00      0.00     83.18
19:55:28        all     12.47      0.00      3.31      0.00      0.00     84.22
19:55:29        all     11.55      0.00      3.59      0.00      0.00     84.85
19:55:30        all     12.06      0.00      4.57      0.00      0.00     83.38
19:55:31        all     15.27      0.00      5.60      0.00      0.00     79.13
19:55:32        all     12.64      0.00      4.09      0.00      0.00     83.27
19:55:33        all     12.23      0.00      4.41      0.00      0.00     83.35
19:55:34        all     14.21      0.00      4.06      0.00      0.00     81.73
19:55:35        all     12.45      0.00      5.79      0.00      0.00     81.76
19:55:36        all      7.97      0.00      2.91      0.00      0.00     89.11
19:55:37        all      3.64      0.00      3.14      0.25      0.00     92.96
19:55:38        all     26.68      0.00      3.16      0.00      0.00     70.16
19:55:39        all     35.05      0.00      2.01      0.00      0.00     62.94
19:55:40        all     33.97      0.00      8.05      0.51      0.13     57.34
19:55:41        all     34.11      0.00     12.06      6.23      0.00     47.60
19:55:42        all     41.02      0.00     16.91      3.41      0.00     38.66
19:55:43        all     42.63      0.00     16.43      3.65      0.00     37.29
19:55:44        all     40.21      0.00     14.01      4.02      0.00     41.76
19:55:45        all     39.09      0.00     14.68      3.64      0.00     42.60
19:55:46        all     39.45      0.00     15.04      3.96      0.00     41.56
19:55:47        all     38.51      0.00     13.58      3.52      0.00     44.39
19:55:48        all     32.42      0.00     12.03      6.14      0.00     49.41
19:55:49        all     20.10      0.00      7.81      1.79      0.00     70.29
19:55:50        all      0.75      0.00      1.01      0.00      0.00     98.24
19:55:51        all      4.30      0.00      2.53      0.51      0.00     92.67
19:55:52        all      2.13      0.00      1.13      0.00      0.13     96.62
19:55:53        all      3.27      0.00      1.76      1.01      0.00     93.95
19:55:54        all      0.38      0.00      0.25      0.00      0.00     99.37
19:55:55        all      3.16      0.00      1.39      0.25      0.00     95.20
19:55:56        all      1.62      0.00      1.74      0.00      0.00     96.64
