Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

19:44:51        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:44:52        all     14.30      0.00      3.51      0.88      0.00     81.30
19:44:53        all     20.08      0.00      3.03      0.00      0.00     76.89
19:44:54        all      1.63      0.00      1.00      0.63      0.00     96.75
19:44:55        all      0.63      0.00      0.25      0.00      0.00     99.12
19:44:56        all      0.63      0.00      0.38      0.00      0.00     99.00
19:44:57        all     17.03      0.00      4.57      0.13      0.00     78.27
19:44:58        all     28.89      0.00      3.61      0.00      0.00     67.50
19:44:59        all     32.18      0.00      3.82      0.00      0.00     64.00
19:45:00        all     41.79      0.00     11.25      1.16      0.00     45.80
19:45:01        all     46.99      0.00     15.71      2.36      0.00     34.95
19:45:02        all     41.69      0.00     15.06      5.19      0.00     38.05
19:45:03        all     45.74      0.00     15.76      3.36      0.00     35.14
19:45:04        all     48.64      0.00     15.05      3.11      0.00     33.20
19:45:05        all     39.84      0.00     13.84      6.47      0.00     39.84
19:45:06        all     47.97      0.00     17.25      3.14      0.00     31.63
19:45:07        all     41.98      0.00     14.34      4.17      0.00     39.50
19:45:08        all     48.39      0.00     18.15      3.47      0.00     29.99
19:45:09        all     50.00      0.00     17.14      2.86      0.00     30.00
19:45:10        all     45.30      0.00     15.96      7.34      0.00     31.40
19:45:11        all     50.00      0.00     16.71      2.74      0.00     30.55
19:45:12        all     49.03      0.00     16.47      2.06      0.00     32.43
19:45:13        all     44.92      0.00     16.60      4.76      0.00     33.72
19:45:14        all     37.60      0.00     15.22      6.52      0.00     40.66
19:45:15        all     51.57      0.00     17.62      3.00      0.00     27.81
19:45:16        all     43.57      0.00     17.22      2.57      0.00     36.63
19:45:17        all      0.63      0.00      0.51      0.00      0.00     98.86
19:45:18        all      4.56      0.00      3.04      0.38      0.00     92.02
19:45:19        all      1.26      0.00      0.63      0.00      0.00     98.11
19:45:20        all      0.63      0.00      0.38      0.13      0.00     98.86
19:45:21        all      3.65      0.00      1.64      0.50      0.00     94.21
19:45:22        all      1.62      0.00      0.88      0.00      0.00     97.50
19:45:23        all      3.65      0.00      2.26      0.25      0.00     93.84
19:45:24        all      0.75      0.00      1.00      0.00      0.00     98.24
19:45:25        all      2.54      0.00      0.63      0.38      0.00     96.45
19:45:26        all      6.53      0.00      3.27      0.00      0.00     90.20
19:45:27        all     27.26      0.00      4.02      0.00      0.00     68.72
19:45:28        all     30.93      0.00      3.30      0.00      0.00     65.78
19:45:29        all     30.60      0.00      4.35      0.00      0.00     65.04
19:45:30        all     16.49      0.00      4.38      0.13      0.00     78.99
19:45:31        all     12.82      0.00      6.09      0.00      0.00     81.09
19:45:32        all     13.43      0.00      4.48      0.00      0.00     82.10
19:45:33        all     13.41      0.00      5.11      0.00      0.00     81.48
19:45:34        all     13.23      0.00      4.83      0.00      0.00     81.93
19:45:35        all     11.97      0.00      4.33      0.00      0.00     83.69
19:45:36        all     13.01      0.00      4.72      0.00      0.00     82.27
19:45:37        all     12.15      0.00      4.60      0.00      0.00     83.25
19:45:38        all     13.57      0.00      3.97      0.00      0.00     82.46
19:45:39        all     15.12      0.00      4.70      0.00      0.00     80.18
19:45:40        all     10.25      0.00      3.11      0.00      0.00     86.64
19:45:41        all     11.86      0.00      4.51      0.00      0.00     83.63
19:45:42        all     12.85      0.00      4.58      0.00      0.00     82.57
19:45:43        all     12.31      0.00      3.59      0.00      0.00     84.10
19:45:44        all     12.90      0.00      4.34      0.13      0.00     82.63
19:45:45        all     10.96      0.00      4.46      0.00      0.00     84.59
19:45:46        all     10.96      0.00      4.71      0.00      0.00     84.33
19:45:47        all     12.10      0.00      3.86      0.00      0.00     84.04
19:45:48        all     14.27      0.00      4.84      0.00      0.00     80.89
19:45:49        all      3.80      0.00      1.14      0.00      0.00     95.06
19:45:50        all      8.12      0.00      4.44      0.00      0.00     87.44
19:45:51        all     29.38      0.00      3.28      0.00      0.00     67.34
19:45:52        all     30.90      0.00      3.15      0.00      0.00     65.95
19:45:53        all     35.39      0.00      8.49      1.93      0.00     54.18
19:45:54        all     43.18      0.00     16.01      3.81      0.00     37.01
19:45:55        all     38.87      0.00     14.41      4.63      0.00     42.08
19:45:56        all     41.85      0.00     15.38      3.26      0.00     39.50
19:45:57        all     40.71      0.00     14.89      3.29      0.00     41.11
19:45:58        all     43.60      0.00     16.06      4.44      0.00     35.90
19:45:59        all     45.07      0.00     17.61      3.94      0.00     33.38
19:46:00        all     45.54      0.00     17.72      2.76      0.00     33.99
19:46:01        all     43.73      0.00     18.76      3.83      0.13     33.55
19:46:02        all     26.34      0.00     14.52      0.13      0.00     59.01
19:46:03        all     22.28      0.00     13.72      0.00      0.00     63.99
19:46:04        all     26.01      0.00     11.66      1.21      0.00     61.13
19:46:05        all     23.20      0.00     13.60      1.73      0.00     61.47
19:46:06        all     21.98      0.00     13.67      1.07      0.13     63.14
