Linux 5.15.0-170-generic (gercom) 	02/28/26 	_x86_64_	(8 CPU)

20:14:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:14:06        all     13.73      0.00      3.27      0.00      0.00     83.00
20:14:07        all     19.63      0.00      2.86      0.75      0.00     76.77
20:14:08        all      1.01      0.00      0.50      0.00      0.00     98.49
20:14:09        all      0.25      0.00      0.25      0.00      0.00     99.50
20:14:10        all      0.50      0.00      0.13      0.00      0.00     99.37
20:14:11        all     18.95      0.00      5.65      0.00      0.00     75.41
20:14:12        all     28.26      0.00      3.30      0.00      0.00     68.44
20:14:13        all     33.38      0.00      3.89      0.13      0.00     62.61
20:14:14        all     38.08      0.00     11.15      1.67      0.00     49.10
20:14:15        all     46.73      0.00     17.54      2.36      0.00     33.38
20:14:16        all     41.22      0.00     13.91      3.64      0.00     41.22
20:14:17        all     49.42      0.00     17.29      2.45      0.00     30.84
20:14:18        all     40.67      0.00     15.28      5.83      0.00     38.21
20:14:19        all     44.95      0.00     16.32      4.79      0.00     33.94
20:14:20        all     47.35      0.00     14.58      3.61      0.00     34.45
20:14:21        all     47.23      0.00     19.48      2.71      0.00     30.58
20:14:22        all     50.32      0.00     17.21      3.23      0.00     29.24
20:14:23        all     48.38      0.00     15.39      4.92      0.00     31.31
20:14:24        all     46.20      0.00     16.73      3.86      0.00     33.20
20:14:25        all     48.83      0.00     16.93      4.82      0.00     29.43
20:14:26        all     47.23      0.00     16.60      2.83      0.00     33.33
20:14:27        all     49.02      0.00     17.60      3.00      0.00     30.38
20:14:28        all     47.07      0.00     18.64      3.26      0.00     31.03
20:14:29        all     37.89      0.00     13.27      5.80      0.00     43.04
20:14:30        all     32.25      0.00     12.95      5.70      0.00     49.09
20:14:31        all      1.51      0.00      0.88      0.00      0.00     97.61
20:14:32        all      5.14      0.00      3.01      0.63      0.00     91.22
20:14:33        all      0.88      0.00      0.25      0.00      0.00     98.86
20:14:34        all      2.64      0.00      1.76      0.50      0.00     95.10
20:14:35        all      1.13      0.00      0.75      0.00      0.00     98.11
20:14:36        all      1.14      0.00      0.51      0.00      0.00     98.35
20:14:37        all      2.64      0.00      2.14      0.38      0.00     94.85
20:14:38        all     12.99      0.00      2.77      0.13      0.00     84.11
20:14:39        all     26.79      0.00      3.27      0.00      0.00     69.94
20:14:40        all     31.83      0.00      2.88      0.00      0.00     65.29
20:14:41        all     24.97      0.00      5.15      0.00      0.00     69.88
20:14:42        all     14.47      0.00      5.08      0.00      0.00     80.46
20:14:43        all     13.21      0.00      5.34      0.00      0.00     81.45
20:14:44        all     11.85      0.00      4.08      0.00      0.00     84.08
20:14:45        all     14.12      0.00      4.58      0.00      0.00     81.30
20:14:46        all     11.34      0.00      4.59      0.00      0.00     84.08
20:14:47        all     12.08      0.00      3.86      0.26      0.00     83.80
20:14:48        all     14.27      0.00      3.57      0.00      0.00     82.17
20:14:49        all     11.75      0.00      3.70      0.00      0.00     84.55
20:14:50        all     12.31      0.00      5.33      0.00      0.00     82.36
20:14:51        all     10.73      0.00      3.96      0.00      0.00     85.31
20:14:52        all     12.02      0.00      3.71      0.00      0.00     84.27
20:14:53        all     12.48      0.00      4.29      0.00      0.00     83.23
20:14:54        all     10.83      0.00      4.46      0.00      0.00     84.71
20:14:55        all     12.67      0.00      4.18      0.00      0.00     83.14
20:14:56        all     12.58      0.00      4.32      0.00      0.00     83.10
20:14:57        all     11.72      0.00      4.59      0.00      0.00     83.69
20:14:58        all     13.21      0.00      4.49      0.00      0.00     82.31
20:14:59        all     12.52      0.00      4.60      0.00      0.00     82.89
20:15:00        all      9.31      0.00      3.44      0.00      0.00     87.24
20:15:01        all      1.51      0.00      1.64      0.00      0.00     96.86
20:15:02        all     22.92      0.00      3.65      0.00      0.00     73.43
20:15:03        all     27.94      0.00      2.76      0.00      0.00     69.30
20:15:04        all     29.25      0.00      4.60      0.38      0.00     65.77
20:15:05        all     39.77      0.00     14.93      4.89      0.13     40.28
20:15:06        all     45.82      0.00     15.14      3.13      0.13     35.77
20:15:07        all     36.67      0.00     13.59      7.56      0.00     42.18
20:15:08        all     39.71      0.00     15.44      5.15      0.00     39.71
20:15:09        all     32.86      0.00     12.11      7.09      0.00     47.94
20:15:10        all     34.41      0.00     14.18      8.76      0.00     42.65
20:15:11        all     40.16      0.00     15.28      4.92      0.13     39.51
20:15:12        all     42.62      0.00     14.25      4.15      0.00     38.99
20:15:13        all     21.91      0.00      9.32      3.02      0.00     65.74
20:15:14        all      1.01      0.00      1.26      0.00      0.00     97.74
20:15:15        all      4.63      0.00      2.63      0.75      0.00     91.99
20:15:16        all      1.50      0.00      0.88      0.00      0.00     97.62
20:15:17        all      2.90      0.00      1.52      0.63      0.13     94.82
20:15:18        all      1.38      0.00      0.62      0.00      0.00     98.00
20:15:19        all      2.92      0.00      1.52      0.63      0.00     94.93
20:15:20        all      1.38      0.00      1.38      0.00      0.00     97.24
